Sequence	KO
Eremothecium_cymbalariae_x_lcl_NC_016453.1_1035144_1036124_lcl_NC_016453.1_1035144_1036124_ORF6992_NC_016453.1_1035143_1036123	K17743
Eremothecium_gossypii_x_lcl_AE016816_c153653_152559_lcl_AE016816_c153653_152559_ORF9349_AE016816_153652_152558	K17743
Hanseniaspora_osmophila_34957_x_lcl_flattened_line_128_34012_35118_lcl_flattened_line_128_34012_35118_ORF75_flattened_line_128_34011_35117	K17743
Hanseniaspora_vinae_x_lcl_JFAV02000084.1_19624_20622_lcl_JFAV02000084.1_19624_20622_ORF36_JFAV02000084.1_19623_20621	K17743
Hyphopichia_burtonii_x_lcl_scaffold_3_c1604504_1603524_lcl_scaffold_3_c1604504_1603524_ORF15808_scaffold_3_1604503_1603523	K17743
Hyphopichia_heimii_35318_x_lcl_NODE_50_length_84594_cov_18.1551_ID_24989_c31921_30932_lcl_NODE_50_length_84594_cov_18.1551_ID_24989_c31921_30932_ORF938_NODE_50_length_84594_cov_18.1551_ID_24989_31920_30931	K17743
Kazachstania_aerobia_yHAB164_x_lcl_scf7180000020224_c45027_44047_lcl_scf7180000020224_c45027_44047_ORF1607_scf7180000020224_45026_44046	K17743
Kazachstania_africana_x_lcl_scaffold_3_c1066950_1065934_lcl_scaffold_3_c1066950_1065934_ORF12267_scaffold_3_1066949_1065933	K17743
Kazachstania_bromeliacearum_yHAB136_x_lcl_NODE_39_length_94383_cov_19.9911_ID_77_52707_53687_lcl_NODE_39_length_94383_cov_19.9911_ID_77_52707_53687_ORF437_NODE_39_length_94383_cov_19.9911_ID_77_52706_53686	K17743
Kazachstania_humatica_yHAB140_x_lcl_NODE_8_length_269304_cov_15.0203_ID_15_146077_147102_lcl_NODE_8_length_269304_cov_15.0203_ID_15_146077_147102_ORF309_NODE_8_length_269304_cov_15.0203_ID_15_146076_147101	K17743
Kazachstania_intestinalis_yHAB148_x_lcl_NODE_22_length_138830_cov_15.1455_ID_43_54007_55008_lcl_NODE_22_length_138830_cov_15.1455_ID_43_54007_55008_ORF108_NODE_22_length_138830_cov_15.1455_ID_43_54006_55007	K17743
Kazachstania_kunashirensis_yHAB160_x_lcl_scf7180000008826_1071_1505_lcl_scf7180000008826_1071_1505_ORF9_scf7180000008826_1070_1504	K17743
Kazachstania_kunashirensis_yHAB160_x_lcl_scf7180000008839_1045_1479_lcl_scf7180000008839_1045_1479_ORF1_scf7180000008839_1044_1478	K17743
Kazachstania_kunashirensis_yHAB160_x_lcl_scf7180000008954_c167071_166076_lcl_scf7180000008954_c167071_166076_ORF1001_scf7180000008954_167070_166075	K17743
Kazachstania_kunashirensis_yHAB160_x_lcl_scf7180000008966_34_495_lcl_scf7180000008966_34_495_ORF1_scf7180000008966_33_494	K17743
Kazachstania_martiniae_yHAB132_x_lcl_scf7180000030451_c70043_69063_lcl_scf7180000030451_c70043_69063_ORF910_scf7180000030451_70042_69062	K17743
Kazachstania_naganishii_x_lcl_HE978315_725262_726287_lcl_HE978315_725262_726287_ORF7605_HE978315_725261_726286	K17743
Kazachstania_rosinii_yHAB153_x_lcl_scf7180000099719_c5914_4931_lcl_scf7180000099719_c5914_4931_ORF416_scf7180000099719_5913_4930	K17743
Kazachstania_siamensis_yHAB143_x_lcl_NODE_71_length_53270_cov_15.3091_ID_141_40056_41060_lcl_NODE_71_length_53270_cov_15.3091_ID_141_40056_41060_ORF258_NODE_71_length_53270_cov_15.3091_ID_141_40055_41059	K17743
Kazachstania_solicola_yHAB159_x_lcl_scf7180000046274_c23595_22615_lcl_scf7180000046274_c23595_22615_ORF543_scf7180000046274_23594_22614	K17743
Kazachstania_spencerorum_yHAB155_x_lcl_scf7180000055564_c22269_21148_lcl_scf7180000055564_c22269_21148_ORF179_scf7180000055564_22268_21147	K17743
Kazachstania_taianensis_yHAB147_x_lcl_NODE_6_length_412999_cov_51.6042_ID_11_51672_52709_lcl_NODE_6_length_412999_cov_51.6042_ID_11_51672_52709_ORF1591_NODE_6_length_412999_cov_51.6042_ID_11_51671_52708	K17743
Kazachstania_transvaalensis_yHAB154_x_lcl_NODE_128_length_12498_cov_21.0428_ID_255_4430_5410_lcl_NODE_128_length_12498_cov_21.0428_ID_255_4430_5410_ORF29_NODE_128_length_12498_cov_21.0428_ID_255_4429_5409	K17743
Kazachstania_turicensis_yHAB134_x_lcl_scf7180000049568_24781_25767_lcl_scf7180000049568_24781_25767_ORF48_scf7180000049568_24780_25766	K17743
Kazachstania_unispora_yHAB133_x_lcl_NODE_5_length_301528_cov_34.1577_ID_9_166892_167872_lcl_NODE_5_length_301528_cov_34.1577_ID_9_166892_167872_ORF657_NODE_5_length_301528_cov_34.1577_ID_9_166891_167871	K17743
Kazachstania_viticola_yHAB158_x_lcl_scf7180000049353_143250_144575_lcl_scf7180000049353_143250_144575_ORF715_scf7180000049353_143249_144574	K17743
Kazachstania_yakushimaensis_yHAB166_x_lcl_scf7180000044606_c33768_32782_lcl_scf7180000044606_c33768_32782_ORF625_scf7180000044606_33767_32781	K17743
Kazachstania_yakushimaensis_yHAB166_x_lcl_scf7180000044632_c35855_34875_lcl_scf7180000044632_c35855_34875_ORF2015_scf7180000044632_35854_34874	K17743
Kluyveromyces_aestuarii_34709_x_lcl_NODE_8_length_516559_cov_30.1547_ID_15_217766_218755_lcl_NODE_8_length_516559_cov_30.1547_ID_15_217766_218755_ORF1402_NODE_8_length_516559_cov_30.1547_ID_15_217765_218754	K17743
Kluyveromyces_dobzhanskii_34710_x_lcl_NODE_14_length_237296_cov_18.7603_ID_27_c151696_150707_lcl_NODE_14_length_237296_cov_18.7603_ID_27_c151696_150707_ORF2094_NODE_14_length_237296_cov_18.7603_ID_27_151695_150706	K17743
Kluyveromyces_lactis_x_lcl_CR382125_c1930283_1929294_lcl_CR382125_c1930283_1929294_ORF13599_CR382125_1930282_1929293	K17743
Kluyveromyces_marxianus_x_lcl_BBIL01000001.1_306976_308013_lcl_BBIL01000001.1_306976_308013_ORF579_BBIL01000001.1_306975_308012	K17743
Kodamaea_laetipori_34665_x_lcl_NODE_1_length_1927655_cov_18.0257_ID_1_1009882_1010841_lcl_NODE_1_length_1927655_cov_18.0257_ID_1_1009882_1010841_ORF2055_NODE_1_length_1927655_cov_18.0257_ID_1_1009881_1010840	K17743
Kodamaea_ohmeri_35677_x_lcl_NODE_2_length_879785_cov_13.6258_ID_3_596339_597298_lcl_NODE_2_length_879785_cov_13.6258_ID_3_596339_597298_ORF3121_NODE_2_length_879785_cov_13.6258_ID_3_596338_597297	K17743
Kodamaea_ohmeri_35677_x_lcl_NODE_3_length_792866_cov_15.5115_ID_5_659992_660948_lcl_NODE_3_length_792866_cov_15.5115_ID_5_659992_660948_ORF1325_NODE_3_length_792866_cov_15.5115_ID_5_659991_660947	K17743
Komagataella_pastoris_x_lcl_chromosome_3_c1422662_1421703_lcl_chromosome_3_c1422662_1421703_ORF19232_chromosome_3_1422661_1421702	K17743
Komagataella_populi_26274_x_lcl_NODE_3_length_1151431_cov_13.5986_ID_5_760585_761544_lcl_NODE_3_length_1151431_cov_13.5986_ID_5_760585_761544_ORF1442_NODE_3_length_1151431_cov_13.5986_ID_5_760584_761543	K17743
Komagataella_pseudopastoris_34939_x_lcl_NODE_2_length_799181_cov_33.4065_ID_3_c22249_21290_lcl_NODE_2_length_799181_cov_33.4065_ID_3_c22249_21290_ORF7746_NODE_2_length_799181_cov_33.4065_ID_3_22248_21289	K17743
Kregervanrija_delftensis_35674_x_lcl_NODE_11_length_272510_cov_25.6571_ID_23527_77381_78364_lcl_NODE_11_length_272510_cov_25.6571_ID_23527_77381_78364_ORF540_NODE_11_length_272510_cov_25.6571_ID_23527_77380_78363	K17743
Kregervanrija_fluxuum_35675_x_lcl_NODE_3_length_400669_cov_39.5315_ID_28686_231180_232232_lcl_NODE_3_length_400669_cov_39.5315_ID_28686_231180_232232_ORF1583_NODE_3_length_400669_cov_39.5315_ID_28686_231179_232231	K17743
Kuraishia_capsulata_x_lcl_HG793126_c1011501_1010545_lcl_HG793126_c1011501_1010545_ORF17233_HG793126_1011500_1010544	K17743
Kuraishia_molischiana_34933_x_lcl_NODE_36_length_51980_cov_17.3335_ID_71_c9841_8876_lcl_NODE_36_length_51980_cov_17.3335_ID_71_c9841_8876_ORF580_NODE_36_length_51980_cov_17.3335_ID_71_9840_8875	K17743
Kuraishia_ogatae_34932_x_lcl_NODE_39_length_76669_cov_19.1428_ID_77_c64034_63060_lcl_NODE_39_length_76669_cov_19.1428_ID_77_c64034_63060_ORF907_NODE_39_length_76669_cov_19.1428_ID_77_64033_63059	K17743
Kurtzmaniella_cleridarum_35667_x_lcl_flattened_line_166_40976_41932_lcl_flattened_line_166_40976_41932_ORF131_flattened_line_166_40975_41931	K17743
Lachancea_cidri_x_lcl_LACI0H_c1987454_1986465_lcl_LACI0H_c1987454_1986465_ORF17830_LACI0H_1987453_1986464	K17743
Lachancea_dasiensis_x_lcl_LADA0A_217257_218246_lcl_LADA0A_217257_218246_ORF3992_LADA0A_217256_218245	K17743
Lachancea_fantastica_x_lcl_LAFA0D_c1473245_1472256_lcl_LAFA0D_c1473245_1472256_ORF15565_LAFA0D_1473244_1472255	K17743
Lachancea_fermentati_x_lcl_LAFE0F_237204_238193_lcl_LAFE0F_237204_238193_ORF6577_LAFE0F_237203_238192	K17743
Lachancea_kluyveri_x_lcl_SAKL0G_162612_163601_lcl_SAKL0G_162612_163601_ORF7123_SAKL0G_162611_163600	K17743
Lachancea_lanzarotensis_x_lcl_LN736360.1_c1558505_1557516_lcl_LN736360.1_c1558505_1557516_ORF12436_LN736360.1_1558504_1557515	K17743
Lachancea_meyersii_x_lcl_LAME0D_222699_223688_lcl_LAME0D_222699_223688_ORF5588_LAME0D_222698_223687	K17743
Lachancea_mirantina_x_lcl_LAMI0E_1140745_1141761_lcl_LAMI0E_1140745_1141761_ORF2467_LAMI0E_1140744_1141760	K17743
Lachancea_nothofagi_x_lcl_LANO0H_c2094598_2093615_lcl_LANO0H_c2094598_2093615_ORF20240_LANO0H_2094597_2093614	K17743
Lachancea_quebecensis_x_lcl_LAQU0S04_63437_64432_lcl_LAQU0S04_63437_64432_ORF1886_LAQU0S04_63436_64431	K17743
Lachancea_thermotolerans_x_lcl_CU928170_c1347308_1346319_lcl_CU928170_c1347308_1346319_ORF11000_CU928170_1347307_1346318	K17743
Lachancea_waltii_x_lcl_AADM01000256.1_c7449_6460_lcl_AADM01000256.1_c7449_6460_ORF824_AADM01000256.1_7448_6459	K17743
Martiniozyma_abiesophila_34631_x_lcl_NODE_154_length_10109_cov_10.1235_ID_70895_c716_3_lcl_NODE_154_length_10109_cov_10.1235_ID_70895_c716_3_ORF43_NODE_154_length_10109_cov_10.1235_ID_70895_715_2	K17743
Metschnikowia_aberdeeniae_x_lcl_abe_s12_c575643_574687_lcl_abe_s12_c575643_574687_ORF6553_abe_s12_575642_574686	K17743
Metschnikowia_arizonensis_x_lcl_ari_s297_41999_43093_lcl_ari_s297_41999_43093_ORF360_ari_s297_41998_43092	K17743
Metschnikowia_bicuspidata_x_lcl_scaffold_7_287541_288497_lcl_scaffold_7_287541_288497_ORF3765_scaffold_7_287540_288496	K17743
Metschnikowia_borealis_x_lcl_bor+_s323_168527_169681_lcl_bor+_s323_168527_169681_ORF846_bor+_s323_168526_169680	K17743
Metschnikowia_bowlesiae_x_lcl_bow_b_C22579_c356_3_lcl_bow_b_C22579_c356_3_ORF6_bow_b_C22579_355_2	K17743
Metschnikowia_bowlesiae_x_lcl_bow_b_s292_c196344_195388_lcl_bow_b_s292_c196344_195388_ORF2338_bow_b_s292_196343_195387	K17743
Metschnikowia_bowlesiae_x_lcl_bow_b_s292_c200678_199596_lcl_bow_b_s292_c200678_199596_ORF3077_bow_b_s292_200677_199595	K17743
Metschnikowia_cerradonensis_x_lcl_cer_s438_c23425_22292_lcl_cer_s438_c23425_22292_ORF1426_cer_s438_23424_22291	K17743
Metschnikowia_continentalis_x_lcl_con+_s749_46753_47886_lcl_con+_s749_46753_47886_ORF102_con+_s749_46752_47885	K17743
Metschnikowia_dekortum_x_lcl_dek+_s10_266912_267856_lcl_dek+_s10_266912_267856_ORF2684_dek+_s10_266911_267855	K17743
Metschnikowia_dekortum_x_lcl_dek+_s10_270595_271602_lcl_dek+_s10_270595_271602_ORF660_dek+_s10_270594_271601	K17743
Metschnikowia_drakensbergensis_x_lcl_draA_s91_152346_153302_lcl_draA_s91_152346_153302_ORF2409_draA_s91_152345_153301	K17743
Metschnikowia_hamakuensis_x_lcl_ham_s117_337359_338315_lcl_ham_s117_337359_338315_ORF2484_ham_s117_337358_338314	K17743
Metschnikowia_hawaiiensis_x_lcl_haw_s178_135263_136219_lcl_haw_s178_135263_136219_ORF713_haw_s178_135262_136218	K17743
Metschnikowia_hibisci_x_lcl_hib+_s91_294371_295327_lcl_hib+_s91_294371_295327_ORF2910_hib+_s91_294370_295326	K17743
Metschnikowia_ipomoeae_x_lcl_ipo+_s194_c59199_58087_lcl_ipo+_s194_c59199_58087_ORF1224_ipo+_s194_59198_58086	K17743
Metschnikowia_kamakouana_x_lcl_kam+_s19_327511_328746_lcl_kam+_s19_327511_328746_ORF734_kam+_s19_327510_328745	K17743
Metschnikowia_kipukae_x_lcl_kipT_s22_c721973_721017_lcl_kipT_s22_c721973_721017_ORF9699_kipT_s22_721972_721016	K17743
Metschnikowia_lockheadii_x_lcl_loc_s682_c50248_49292_lcl_loc_s682_c50248_49292_ORF2434_loc_s682_50247_49291	K17743
Metschnikowia_matae_maris_x_lcl_mar_s135_c80490_79345_lcl_mar_s135_c80490_79345_ORF4289_mar_s135_80489_79344	K17743
Metschnikowia_matae_x_lcl_mat_s71_c156062_155106_lcl_mat_s71_c156062_155106_ORF1275_mat_s71_156061_155105	K17743
Metschnikowia_mauinuiana_x_lcl_mau+_s158_329958_331067_lcl_mau+_s158_329958_331067_ORF2751_mau+_s158_329957_331066	K17743
Metschnikowia_proteae_x_lcl_proT_s28_c349525_348569_lcl_proT_s28_c349525_348569_ORF7933_proT_s28_349524_348568	K17743
Metschnikowia_santaceciliae_x_lcl_sce+_s447_c72959_71850_lcl_sce+_s447_c72959_71850_ORF860_sce+_s447_72958_71849	K17743
Metschnikowia_shivogae_x_lcl_shi+_s48_276564_277520_lcl_shi+_s48_276564_277520_ORF5219_shi+_s48_276563_277519	K17743
Metschnikowia_similis_x_lcl_sim_s279_4255_5325_lcl_sim_s279_4255_5325_ORF10_sim_s279_4254_5324	K17743
Metschnikowia_similis_x_lcl_sim_s73_c3397_2453_lcl_sim_s73_c3397_2453_ORF451_sim_s73_3396_2452	K17743
Meyerozyma_caribbica_35662_x_lcl_NODE_15_length_185063_cov_26.2943_ID_1655_8610_9563_lcl_NODE_15_length_185063_cov_26.2943_ID_1655_8610_9563_ORF824_NODE_15_length_185063_cov_26.2943_ID_1655_8609_9562	K17743
Meyerozyma_caribbica_35662_x_lcl_NODE_9_length_596901_cov_18.4558_ID_1197_410125_411240_lcl_NODE_9_length_596901_cov_18.4558_ID_1197_410125_411240_ORF941_NODE_9_length_596901_cov_18.4558_ID_1197_410124_411239	K17743
Meyerozyma_guilliermondii_x_lcl_NW_001809799.1_c1956663_1955728_lcl_NW_001809799.1_c1956663_1955728_ORF17305_NW_001809799.1_1956662_1955727	K17743
Meyerozyma_guilliermondii_x_lcl_NW_001809800.1_c1630119_1629166_lcl_NW_001809800.1_c1630119_1629166_ORF14639_NW_001809800.1_1630118_1629165	K17743
Millerozyma_acaciae_x_gi_1002316186_dbj_BCKO01000003.1_c523722_522769_gi_1002316186_dbj_BCKO01000003.1_c523722_522769_ORF16585_1002316186_523721_522768	K17743
Nakaseomyces_bacillisporus_x_lcl_NABA0S27_150607_151587_lcl_NABA0S27_150607_151587_ORF255_NABA0S27_150606_151586	K17743
Nakaseomyces_bracarensis_x_lcl_CABR0S37_c1764122_1763142_lcl_CABR0S37_c1764122_1763142_ORF20314_CABR0S37_1764121_1763141	K17743
Nakaseomyces_castellii_x_lcl_CACA0S27_551597_552580_lcl_CACA0S27_551597_552580_ORF3456_CACA0S27_551596_552579	K17743
Nakaseomyces_delphensis_x_lcl_NADE0S03_238199_239200_lcl_NADE0S03_238199_239200_ORF2245_NADE0S03_238198_239199	K17743
Nakaseomyces_nivariensis_x_lcl_CANI0S17_c137432_136452_lcl_CANI0S17_c137432_136452_ORF8855_CANI0S17_137431_136451	K17743
Nakazawaea_holstii_34918_x_lcl_flattened_line_80_26910_27869_lcl_flattened_line_80_26910_27869_ORF411_flattened_line_80_26909_27868	K17743
Nakazawaea_peltata_x_gi_1002316197_dbj_BCGQ01000004.1_c669087_668125_gi_1002316197_dbj_BCGQ01000004.1_c669087_668125_ORF12139_1002316197_669086_668124	K17743
Naumovozyma_castellii_x_lcl_HE576752_1316398_1317378_lcl_HE576752_1316398_1317378_ORF2272_HE576752_1316397_1317377	K17743
Naumovozyma_dairenensis_x_lcl_NC_016482.1_382637_383620_lcl_NC_016482.1_382637_383620_ORF2735_NC_016482.1_382636_383619	K17743
Ogataea_glucozyma_34897_x_lcl_flattened_line_74_c25356_24391_lcl_flattened_line_74_c25356_24391_ORF1455_flattened_line_74_25355_24390	K17743
Ogataea_henricii_26124_x_lcl_flattened_line_2_588589_589584_lcl_flattened_line_2_588589_589584_ORF1198_flattened_line_2_588588_589583	K17743
Ogataea_henricii_26124_x_lcl_flattened_line_8_31529_32485_lcl_flattened_line_8_31529_32485_ORF1228_flattened_line_8_31528_32484	K17743
Ogataea_kodamae_34899_x_lcl_NODE_3_length_749597_cov_20.3037_ID_5_164814_165767_lcl_NODE_3_length_749597_cov_20.3037_ID_5_164814_165767_ORF3301_NODE_3_length_749597_cov_20.3037_ID_5_164813_165766	K17743
Ogataea_methanolica_x_gi_1002316336_dbj_BCKW01000001.1_80157_81119_gi_1002316336_dbj_BCKW01000001.1_80157_81119_ORF12948_1002316336_80156_81118	K17743
Ogataea_methanolica_x_gi_1002316336_dbj_BCKW01000001.1_914682_915635_gi_1002316336_dbj_BCKW01000001.1_914682_915635_ORF14507_1002316336_914681_915634	K17743
Ogataea_methanolica_x_gi_1002316336_dbj_BCKW01000001.1_c3626044_3625562_gi_1002316336_dbj_BCKW01000001.1_c3626044_3625562_ORF26102_1002316336_3626043_3625561	K17743
Ogataea_methylivora_34901_x_lcl_flattened_line_60_60841_61803_lcl_flattened_line_60_60841_61803_ORF96_flattened_line_60_60840_61802	K17743
Ogataea_minuta_34902_x_lcl_NODE_3_length_1291677_cov_39.2896_ID_5_c1258488_1257526_lcl_NODE_3_length_1291677_cov_39.2896_ID_5_c1258488_1257526_ORF8599_NODE_3_length_1291677_cov_39.2896_ID_5_1258487_1257525	K17743
Ogataea_minuta_34902_x_lcl_NODE_6_length_997536_cov_39.9545_ID_11_215814_216767_lcl_NODE_6_length_997536_cov_39.9545_ID_11_215814_216767_ORF4783_NODE_6_length_997536_cov_39.9545_ID_11_215813_216766	K17743
Ogataea_naganishii_34903_x_lcl_NODE_1_length_1633205_cov_71.5147_ID_1_558316_559335_lcl_NODE_1_length_1633205_cov_71.5147_ID_1_558316_559335_ORF1063_NODE_1_length_1633205_cov_71.5147_ID_1_558315_559334	K17743
Ogataea_naganishii_34903_x_lcl_NODE_9_length_518950_cov_71.5829_ID_17_c81708_80725_lcl_NODE_9_length_518950_cov_71.5829_ID_17_c81708_80725_ORF5009_NODE_9_length_518950_cov_71.5829_ID_17_81707_80724	K17743
Ogataea_nitratoaversa_34636_x_lcl_flattened_line_60_c49147_48188_lcl_flattened_line_60_c49147_48188_ORF1622_flattened_line_60_49146_48187	K17743
Ogataea_nonfermentans_34904_x_lcl_flattened_line_17_c119164_118193_lcl_flattened_line_17_c119164_118193_ORF3944_flattened_line_17_119163_118192	K17743
Ogataea_nonfermentans_34904_x_lcl_flattened_line_3_c1283381_1282371_lcl_flattened_line_3_c1283381_1282371_ORF8722_flattened_line_3_1283380_1282370	K17743
Ogataea_parapolymorpha_x_lcl_NC_027861.1_468999_469973_lcl_NC_027861.1_468999_469973_ORF7607_NC_027861.1_468998_469972	K17743
Ogataea_philodendra_34893_x_lcl_NODE_3_length_643798_cov_66.6584_ID_5_c242402_241443_lcl_NODE_3_length_643798_cov_66.6584_ID_5_c242402_241443_ORF7907_NODE_3_length_643798_cov_66.6584_ID_5_242401_241442	K17743
Ogataea_pilisensis_34892_x_lcl_NODE_5_length_350234_cov_14.3543_ID_9_194315_195274_lcl_NODE_5_length_350234_cov_14.3543_ID_9_194315_195274_ORF1046_NODE_5_length_350234_cov_14.3543_ID_9_194314_195273	K17743
Ogataea_pilisensis_34892_x_lcl_NODE_71_length_59880_cov_15.7042_ID_141_40139_41233_lcl_NODE_71_length_59880_cov_15.7042_ID_141_40139_41233_ORF180_NODE_71_length_59880_cov_15.7042_ID_141_40138_41232	K17743
Ogataea_pini_34891_x_lcl_NODE_4_length_727522_cov_37.8473_ID_7_c571147_570194_lcl_NODE_4_length_727522_cov_37.8473_ID_7_c571147_570194_ORF5189_NODE_4_length_727522_cov_37.8473_ID_7_571146_570193	K17743
Ogataea_pini_34891_x_lcl_NODE_8_length_558977_cov_41.7585_ID_15_542788_543750_lcl_NODE_8_length_558977_cov_41.7585_ID_15_542788_543750_ORF1106_NODE_8_length_558977_cov_41.7585_ID_15_542787_543749	K17743
Ogataea_polymorpha_x_lcl_scaffold_2_469649_470875_lcl_scaffold_2_469649_470875_ORF4264_scaffold_2_469648_470874	K17743
Ogataea_populiabae_34637_x_lcl_NODE_13_length_253365_cov_20.0969_ID_25_17965_18921_lcl_NODE_13_length_253365_cov_20.0969_ID_25_17965_18921_ORF29_NODE_13_length_253365_cov_20.0969_ID_25_17964_18920	K17743
Ogataea_populiabae_34637_x_lcl_NODE_3_length_894456_cov_15.2133_ID_5_751904_752854_lcl_NODE_3_length_894456_cov_15.2133_ID_5_751904_752854_ORF3422_NODE_3_length_894456_cov_15.2133_ID_5_751903_752853	K17743
Ogataea_ramenticola_34890_x_lcl_NODE_6_length_541680_cov_107.521_ID_11_c74272_73304_lcl_NODE_6_length_541680_cov_107.521_ID_11_c74272_73304_ORF5020_NODE_6_length_541680_cov_107.521_ID_11_74271_73303	K17743
Ogataea_trehaloabstinens_34887_x_lcl_NODE_14_length_114420_cov_26.4489_ID_27_c76825_75863_lcl_NODE_14_length_114420_cov_26.4489_ID_27_c76825_75863_ORF1216_NODE_14_length_114420_cov_26.4489_ID_27_76824_75862	K17743
Ogataea_trehaloabstinens_34887_x_lcl_NODE_1_length_1805010_cov_18.4679_ID_1_c529702_528746_lcl_NODE_1_length_1805010_cov_18.4679_ID_1_c529702_528746_ORF20263_NODE_1_length_1805010_cov_18.4679_ID_1_529701_528745	K17743
Ogataea_trehaloabstinens_34887_x_lcl_NODE_20_length_33517_cov_38.4347_ID_39_25260_26213_lcl_NODE_20_length_33517_cov_38.4347_ID_39_25260_26213_ORF220_NODE_20_length_33517_cov_38.4347_ID_39_25259_26212	K17743
Ogataea_trehaloabstinens_34887_x_lcl_NODE_21_length_23774_cov_73.8574_ID_41_22495_23451_lcl_NODE_21_length_23774_cov_73.8574_ID_41_22495_23451_ORF46_NODE_21_length_23774_cov_73.8574_ID_41_22494_23450	K17743
Ogataea_trehalophila_34886_x_lcl_NODE_30_length_174647_cov_23.7437_ID_59_c46311_45358_lcl_NODE_30_length_174647_cov_23.7437_ID_59_c46311_45358_ORF1781_NODE_30_length_174647_cov_23.7437_ID_59_46310_45357	K17743
Ogataea_zsoltii_34885_x_lcl_NODE_44_length_76293_cov_30.3159_ID_87_49815_50768_lcl_NODE_44_length_76293_cov_30.3159_ID_87_49815_50768_ORF451_NODE_44_length_76293_cov_30.3159_ID_87_49814_50767	K17743
Ogataea_zsoltii_34885_x_lcl_NODE_48_length_51618_cov_56.1852_ID_95_c31853_30891_lcl_NODE_48_length_51618_cov_56.1852_ID_95_c31853_30891_ORF560_NODE_48_length_51618_cov_56.1852_ID_95_31852_30890	K17743
Pachysolen_tannophilus_x_lcl_scaffold_3_1742604_1743566_lcl_scaffold_3_1742604_1743566_ORF7675_scaffold_3_1742603_1743565	K17743
Pachysolen_tannophilus_x_lcl_scaffold_6_1126525_1127481_lcl_scaffold_6_1126525_1127481_ORF1735_scaffold_6_1126524_1127480	K17743
Peterozyma_toletana_34884_x_lcl_flattened_line_36_c185647_184586_lcl_flattened_line_36_c185647_184586_ORF2542_flattened_line_36_185646_184585	K17743
Peterozyma_xylosa_34883_x_lcl_flattened_line_48_67837_68925_lcl_flattened_line_48_67837_68925_ORF132_flattened_line_48_67836_68924	K17743
Phaffomyces_antillensis_35671_x_lcl_flattened_line_42_c157500_156535_lcl_flattened_line_42_c157500_156535_ORF913_flattened_line_42_157499_156534	K17743
Phaffomyces_antillensis_35671_x_lcl_flattened_line_44_c164592_163633_lcl_flattened_line_44_c164592_163633_ORF1112_flattened_line_44_164591_163632	K17743
